fout,mag,phase
57.1386995845045,0.99976566888155,-1.24039810485701
59.837085522361,0.999742764739157,-1.29960744388145
62.6629032485249,0.999717595317421,-1.36170740161973
65.6221707533972,0.999689931148108,-1.42684869783371
68.7211902281176,0.99965951841138,-1.4951913288804
71.9665614859998,0.999626076127319,-1.56690533926266
75.3651960177938,0.999589292978972,-1.64217168256099
78.9243317107132,0.999548823710048,-1.72118318474951
82.6515482625695,0.999504285030006,-1.80414562506778
86.5547833238425,0.999455250946819,-1.89127895219265
90.6423494020633,0.999401247432473,-1.98281865651177
94.9229515645096,0.999341746307779,-2.07901732294869
99.4057059769143,0.999276158210475,-2.18014639315471
104.100159317668,0.999203824482792,-2.28649817112247
109.016309108861,0.999124007780461,-2.39838811259146
114.164625007463,0.999035881162716,-2.51615744625118
119.556071101983,0.998938515370153,-2.64017618401991
125.202129262089,0.998830863931411,-2.77084658898076
131.114823590928,0.998711745656959,-2.90860718339919
137.306746032198,0.99857982397386,-3.05393739627343
143.791083186532,0.998433582422989,-3.20736297091853
150.581644394279,0.998271295471205,-3.36946227923376
157.692891144512,0.99809099357418,-3.54087372196557
165.139967872868,0.997890421145596,-3.72230443530074
172.938734213834,0.997666985724568,-3.91454057595341
181.105798776148,0.997417696156992,-4.11845952279729
189.658554513248,0.997139086978912,-4.33504441739435
198.615215764102,0.996827125356473,-4.56540157437819
207.994857043294,0.996477095820971,-4.81078143356988
217.817453662982,0.99608345653054,-5.07260390995301
228.103924273232,0.995639658736519,-5.35248924046163
238.876175411332,0.995137918307632,-5.65229574928439
250.157148154955,0.994568924239069,-5.97416638621285
261.970866978522,0.993921463557968,-6.32058647852542
274.342490916821,0.993181934198328,-6.69445593818069
287.298367144834,0.992333706141052,-7.09918027354941
300.866087087886,0.991356274676056,-7.53878630294943
315.074545181602,0.990224125342279,-8.01807065732843
329.954000406815,0.988905193634824,-8.54279229775242
345.536140730476,0.987358746958411,-9.11992483206594
361.85415058979,0.985532430027882,-9.75799113347792
378.942781563311,0.983358078555081,-10.4675128179039
396.83842637949,0.980745686223745,-11.2616224281022
415.579196420289,0.977574547925959,-12.1569098262194
435.20500288492,0.973679992383545,-13.1746115316349
455.757641786558,0.968833065033419,-14.3423114013229
477.280882963033,0.962708660525335,-15.6964182828648
499.820563291082,0.954834226308722,-17.285847106126
523.424684302648,0.944504878549944,-19.177598458554
548.143514411134,0.930638856654955,-21.4653789976282
574.029695965314,0.911524423649204,-24.2831270115223
601.138357358877,0.884366393680353,-27.8263499335706
629.527230434372,0.844467048714509,-32.3851205569315
659.256773431575,0.78379429196414,-38.3906978802979
690.390299742118,0.688844276597813,-46.4613071654945
722.994112744573,0.539301313556055,-57.3639111095411
757.137647007156,0.315040830422088,-71.6367212939532
792.893616158752,0.0241734271108262,-88.6148297227411
830.338167743177,0.272779108318593,74.1702928606596
869.551045386463,0.509327718093566,59.3809402475271
910.615758622526,0.669548786303708,47.9677505388461
953.619760738876,0.771578963639171,39.5041090942546
998.654635021133,0.836573505050493,33.2199604482837
1045.81628979297,0.879094680903825,28.4666525704471
1095.20516266686,0.907880013524332,24.785990349339
1146.9264344406,0.928037255943355,21.8691027439952
1201.09025309512,0.942593978513678,19.5081535872515
1257.81196837069,0.95339526802927,17.5611890573883
1317.21237742094,0.961601406001586,15.9292332227185
1379.41798206804,0.967964906886395,14.5417570375501
1444.56125820673,0.972988088348655,13.3474333778366
1512.78093793101,0.977015188513701,12.3081698015147
1584.22230498441,0.980287785501366,11.3951839293492
1659.03750416279,0.982979080701464,10.5863701632141
1737.38586532892,0.985215669968019,9.8644976476677
1819.43424272856,0.987091708910594,9.21595364409444
1905.35737033093,0.988678337554665,8.62985163090504
1995.33823395014,0.990030080598078,8.09738779461528
2089.56846094009,0.991189276112666,7.61136962944759
2188.24872829287,0.992189193185048,7.16586573584074
2291.58919000963,0.993056261562481,6.75594226626044
2399.80992465412,0.993811689574648,6.37746219411905
2513.14140404206,0.994472654003222,6.02693073213747
2631.82498406443,0.995053186055602,5.70137506701884
